worker_id,state,industry,gender,education_level,experience_years,actual_monthly_wage,minimum_wage,fair_wage_estimate,wage_gap,gap_percentage,is_underpaid,fair_wage_gap,fair_wage_gap_pct,gender_discriminated,severity_score,severity_band
12479,Gujarat,Chemicals,Female,Graduate,10,29596,21600,32000,-7996,-37.02,0,2404,7.51,0,0.0,
12480,Assam,Mining,Male,5th Pass,0,9333,16800,9000,7467,44.45,1,-333,-3.7,0,50.723214285714285,High (30-60)
12481,Uttar Pradesh,Manufacturing,Male,Illiterate,10,11537,19500,7000,7963,40.84,1,-4537,-64.81,0,48.91794871794872,High (30-60)
12482,Haryana,Mining,Male,5th Pass,23,14733,20400,9000,5667,27.78,1,-5733,-63.7,0,37.38970588235294,High (30-60)
12483,Assam,Mining,Male,10th Pass,13,18223,16800,14000,-1423,-8.47,0,-4223,-30.16,0,0.0,
12484,Maharashtra,Small Manufacturing,Female,10th Pass,3,14080,20400,14000,6320,30.98,1,-80,-0.57,1,58.86448465349435,High (30-60)
12485,Maharashtra,Agriculture,Male,5th Pass,23,17157,20400,9000,3243,15.9,1,-8157,-90.63,0,31.448529411764707,High (30-60)
12486,Rajasthan,Services,Female,Graduate,6,30405,19500,32000,-10905,-55.92,0,1595,4.98,0,0.0,
12487,Telangana,Agriculture,Female,10th Pass,20,19644,19500,14000,-144,-0.74,0,-5644,-40.31,0,0.0,
12488,Odisha,Machinery,Male,10th Pass,17,22560,17500,14000,-5060,-28.91,0,-8560,-61.14,0,0.0,
12489,Madhya Pradesh,IT Services,Female,Post-Graduate,3,36518,18000,45000,-18518,-102.88,0,8482,18.85,0,0.0,
12490,Odisha,Food Processing,Male,5th Pass,12,14148,17500,9000,3352,19.15,1,-5148,-57.2,0,33.07714285714286,High (30-60)
12491,Assam,IT Services,Male,Graduate,2,30638,16800,32000,-13838,-82.37,0,1362,4.26,0,0.0,
12492,Gujarat,Manufacturing,Male,10th Pass,12,14116,21600,14000,7484,34.65,1,-116,-0.83,0,45.824074074074076,High (30-60)
12493,Uttar Pradesh,IT Services,Male,Diploma,9,28156,19500,22000,-8656,-44.39,0,-6156,-27.98,0,0.0,
12494,Punjab,Construction,Male,10th Pass,0,14754,18500,14000,3746,20.25,1,-754,-5.39,0,33.62432432432432,High (30-60)
12495,Punjab,Chemicals,Male,12th Pass,34,31826,18500,18000,-13326,-72.03,0,-13826,-76.81,0,0.0,
12496,Karnataka,Metals,Male,10th Pass,21,18965,21600,14000,2635,12.2,1,-4965,-35.46,0,29.599537037037038,Low (10-30)
12497,Chhattisgarh,Chemicals,Male,12th Pass,20,26183,22500,18000,-3683,-16.37,0,-8183,-45.46,0,0.0,
12498,Madhya Pradesh,Manufacturing,Male,5th Pass,21,17450,18000,9000,550,3.06,1,-8450,-93.89,0,14.527777777777779,Low (10-30)
12499,West Bengal,Construction,Male,12th Pass,8,23305,20400,18000,-2905,-14.24,0,-5305,-29.47,0,0.0,
12500,Assam,Silk,Female,Illiterate,6,8608,16800,7000,8192,48.76,1,-1608,-22.97,1,90.42844621908286,Critical (60+)
12501,Haryana,Machinery,Female,12th Pass,3,16009,20400,18000,4391,21.52,1,1991,11.06,0,34.26225490196079,High (30-60)
12502,Jharkhand,Agriculture,Female,10th Pass,33,20144,17800,14000,-2344,-13.17,0,-6144,-43.89,0,0.0,
12503,West Bengal,Construction,Male,5th Pass,6,9932,20400,9000,10468,51.31,1,-932,-10.36,0,61.64983359040623,Critical (60+)
12504,Madhya Pradesh,Food Processing,Female,12th Pass,8,14558,18000,18000,3442,19.12,1,3442,19.12,1,49.471705554592646,High (30-60)
12505,Maharashtra,IT Services,Male,Graduate,0,30263,20400,32000,-9863,-48.35,0,1737,5.43,0,0.0,
12506,Odisha,Food Processing,Male,Illiterate,11,9348,17500,7000,8152,46.58,1,-2348,-33.54,0,51.79142857142857,High (30-60)
12507,Telangana,Agriculture,Male,5th Pass,0,10494,19500,9000,9006,46.18,1,-1494,-16.6,0,59.578394429815674,High (30-60)
12508,Tamil Nadu,Retail,Male,10th Pass,13,15448,18000,14000,2552,14.18,1,-1448,-10.34,0,30.58888888888889,High (30-60)
12509,Uttar Pradesh,Construction,Male,Diploma,7,19969,19500,22000,-469,-2.41,0,2031,9.23,0,0.0,
12510,Maharashtra,IT Services,Male,Graduate,6,27937,20400,32000,-7537,-36.95,0,4063,12.7,0,0.0,
12511,Uttar Pradesh,Mining,Male,12th Pass,0,19627,19500,18000,-127,-0.65,0,-1627,-9.04,0,0.0,
12512,Maharashtra,Services,Female,12th Pass,13,20234,20400,18000,166,0.81,1,-2234,-12.41,0,13.406862745098039,Low (10-30)
12513,Rajasthan,Chemicals,Male,10th Pass,11,14561,19500,14000,4939,25.33,1,-561,-4.01,0,36.16410256410256,High (30-60)
12514,Uttar Pradesh,Construction,Female,10th Pass,7,14319,19500,14000,5181,26.57,1,-319,-2.28,1,52.17406963060626,High (30-60)
12515,Karnataka,Textiles,Female,5th Pass,22,15482,21600,9000,6118,28.32,1,-6482,-72.02,0,37.66203703703704,High (30-60)
12516,Karnataka,Agriculture,Male,Illiterate,21,12147,21600,7000,9453,43.76,1,-5147,-73.53,0,50.38194444444444,High (30-60)
12517,Gujarat,Metals,Male,12th Pass,20,28132,21600,18000,-6532,-30.24,0,-10132,-56.29,0,0.0,
12518,Gujarat,Chemicals,Male,12th Pass,14,18093,21600,18000,3507,16.24,1,-93,-0.52,0,31.618055555555557,High (30-60)
12519,Assam,Small Manufacturing,Female,12th Pass,4,18801,16800,18000,-2001,-11.91,0,-801,-4.45,0,0.0,
12520,Madhya Pradesh,Manufacturing,Male,10th Pass,0,14843,18000,14000,3157,17.54,1,-843,-6.02,0,32.269444444444446,High (30-60)
12521,Karnataka,Construction,Male,Illiterate,8,10336,21600,7000,11264,52.15,1,-3336,-47.66,0,61.441696224730066,Critical (60+)
12522,Jharkhand,Agriculture,Female,5th Pass,18,10680,17800,9000,7120,40.0,1,-1680,-18.67,1,96.6804816086242,Critical (60+)
12523,Rajasthan,Small Manufacturing,Female,12th Pass,13,17328,19500,18000,2172,11.14,1,672,3.73,0,29.06923076923077,Low (10-30)
12524,Tamil Nadu,Agriculture,Male,5th Pass,0,10799,18000,9000,7201,40.01,1,-1799,-19.99,0,57.16073892396534,High (30-60)
12525,Punjab,Leather,Male,Diploma,1,21870,18500,22000,-3370,-18.22,0,130,0.59,0,0.0,
12526,Uttar Pradesh,Small Manufacturing,Female,12th Pass,17,18173,19500,18000,1327,6.81,1,-173,-0.96,0,16.402564102564103,Low (10-30)
12527,Maharashtra,Agriculture,Female,Illiterate,12,8186,20400,7000,12214,59.87,1,-1186,-16.94,1,100.0,Critical (60+)
12528,Rajasthan,Agriculture,Female,10th Pass,16,17992,19500,14000,1508,7.73,1,-3992,-28.51,0,16.866666666666667,Low (10-30)
12529,Gujarat,Construction,Male,5th Pass,12,11005,21600,9000,10595,49.05,1,-2005,-22.28,0,59.604040920390325,High (30-60)
12530,West Bengal,Food Processing,Male,Diploma,11,22405,20400,22000,-2005,-9.83,0,-405,-1.84,0,0.0,
12531,Madhya Pradesh,Small Manufacturing,Female,Illiterate,8,6932,18000,7000,11068,61.49,1,68,0.97,1,100.0,Critical (60+)
12532,Punjab,Agriculture,Female,12th Pass,24,20239,18500,18000,-1739,-9.4,0,-2239,-12.44,0,0.0,
12533,Tamil Nadu,Construction,Male,5th Pass,13,13034,18000,9000,4966,27.59,1,-4034,-44.82,0,37.294444444444444,High (30-60)
12534,Gujarat,Chemicals,Female,12th Pass,3,14270,21600,18000,7330,33.94,1,3730,20.72,1,59.674498090555616,High (30-60)
12535,Gujarat,Metals,Male,5th Pass,2,11497,21600,9000,10103,46.77,1,-2497,-27.74,0,51.886574074074076,High (30-60)
12536,Maharashtra,Agriculture,Male,Illiterate,15,12098,20400,7000,8302,40.7,1,-5098,-72.83,0,48.84803921568627,High (30-60)
12537,Rajasthan,Agriculture,Female,Illiterate,10,7555,19500,7000,11945,61.26,1,-555,-7.93,1,100.0,Critical (60+)
12538,Karnataka,Textiles,Male,5th Pass,21,16038,21600,9000,5562,25.75,1,-7038,-78.2,0,36.375,High (30-60)
12539,Assam,Agriculture,Female,5th Pass,30,13503,16800,9000,3297,19.62,1,-4503,-50.03,1,50.61055098329273,High (30-60)
12540,Maharashtra,Mining,Male,5th Pass,20,15156,20400,9000,5244,25.71,1,-6156,-68.4,0,36.35294117647059,High (30-60)
12541,West Bengal,IT Services,Female,Graduate,6,28009,20400,32000,-7609,-37.3,0,3991,12.47,0,0.0,
12542,Punjab,Agriculture,Female,5th Pass,30,17148,18500,9000,1352,7.31,1,-8148,-90.53,0,16.654054054054054,Low (10-30)
12543,Uttar Pradesh,Agriculture,Male,5th Pass,13,13770,19500,9000,5730,29.38,1,-4770,-53.0,0,38.19230769230769,High (30-60)
12544,Jharkhand,Metals,Male,Graduate,8,36224,17800,32000,-18424,-103.51,0,-4224,-13.2,0,0.0,
12545,Uttar Pradesh,Textiles,Female,5th Pass,23,14156,19500,9000,5344,27.41,1,-5156,-57.29,1,52.60276297396435,High (30-60)
12546,Haryana,Manufacturing,Male,Illiterate,1,8583,20400,7000,11817,57.93,1,-1583,-22.61,0,57.463235294117645,High (30-60)
12547,Tamil Nadu,IT Services,Female,Diploma,10,20456,18000,22000,-2456,-13.64,0,1544,7.02,0,0.0,
12548,Maharashtra,Agriculture,Male,5th Pass,21,16259,20400,9000,4141,20.3,1,-7259,-80.66,0,33.64950980392157,High (30-60)
12549,Odisha,Manufacturing,Male,12th Pass,7,20219,17500,18000,-2719,-15.54,0,-2219,-12.33,0,0.0,
12550,Karnataka,Manufacturing,Male,Diploma,16,29249,21600,22000,-7649,-35.41,0,-7249,-32.95,0,0.0,
12551,Maharashtra,Food Processing,Male,10th Pass,17,16635,20400,14000,3765,18.46,1,-2635,-18.82,0,32.72794117647059,High (30-60)
12552,Madhya Pradesh,Small Manufacturing,Male,Illiterate,7,10885,18000,7000,7115,39.53,1,-3885,-55.5,0,48.263888888888886,High (30-60)
12553,West Bengal,Manufacturing,Female,10th Pass,14,15964,20400,14000,4436,21.75,1,-1964,-14.03,0,34.372549019607845,High (30-60)
12554,Gujarat,Manufacturing,Male,5th Pass,6,11356,21600,9000,10244,47.43,1,-2356,-26.18,0,52.21296296296296,High (30-60)
12555,Madhya Pradesh,Mining,Male,12th Pass,20,28085,18000,18000,-10085,-56.03,0,-10085,-56.03,0,0.0,
12556,Karnataka,Agriculture,Male,12th Pass,6,20752,21600,18000,848,3.93,1,-2752,-15.29,0,14.962962962962962,Low (10-30)
12557,Maharashtra,Agriculture,Female,10th Pass,14,14752,20400,14000,5648,27.69,1,-752,-5.37,1,52.14778960286567,High (30-60)
12558,West Bengal,Agriculture,Male,Illiterate,2,6404,20400,7000,13996,68.61,1,596,8.51,0,71.85310789482544,Critical (60+)
12559,Gujarat,Leather,Female,Diploma,16,19394,21600,22000,2206,10.21,1,2606,11.85,0,28.60648148148148,Low (10-30)
12560,Uttar Pradesh,Retail,Male,Illiterate,2,6105,19500,7000,13395,68.69,1,895,12.79,0,62.84615384615385,Critical (60+)
12561,Tamil Nadu,IT Services,Female,Graduate,7,33112,18000,32000,-15112,-83.96,0,-1112,-3.48,0,0.0,
12562,Karnataka,Manufacturing,Female,Illiterate,13,9516,21600,7000,12084,55.94,1,-2516,-35.94,1,90.970198331397,Critical (60+)
12563,Assam,Machinery,Male,12th Pass,9,21485,16800,18000,-4685,-27.89,0,-3485,-19.36,0,0.0,
12564,West Bengal,Agriculture,Male,10th Pass,5,15331,20400,14000,5069,24.85,1,-1331,-9.51,0,35.924019607843135,High (30-60)
12565,Uttar Pradesh,Textiles,Female,Illiterate,16,10152,19500,7000,9348,47.94,1,-3152,-45.03,1,88.09043226779555,Critical (60+)
12566,Rajasthan,Manufacturing,Male,12th Pass,28,24699,19500,18000,-5199,-26.66,0,-6699,-37.22,0,0.0,
12567,Karnataka,Agriculture,Female,12th Pass,14,20455,21600,18000,1145,5.3,1,-2455,-13.64,0,15.650462962962962,Low (10-30)
12568,Rajasthan,Textiles,Female,Illiterate,14,8914,19500,7000,10586,54.29,1,-1914,-27.34,1,100.0,Critical (60+)
12569,Assam,Construction,Male,12th Pass,13,18986,16800,18000,-2186,-13.01,0,-986,-5.48,0,0.0,
12570,Telangana,Textiles,Female,10th Pass,21,19812,19500,14000,-312,-1.6,0,-5812,-41.51,0,0.0,
12571,Maharashtra,Textiles,Female,5th Pass,1,8147,20400,9000,12253,60.06,1,853,9.48,1,100.0,Critical (60+)
12572,Rajasthan,Agriculture,Male,10th Pass,20,18107,19500,14000,1393,7.14,1,-4107,-29.34,0,16.57179487179487,Low (10-30)
12573,Maharashtra,Construction,Male,10th Pass,9,14678,20400,14000,5722,28.05,1,-678,-4.84,0,37.52450980392157,High (30-60)
12574,Odisha,Agriculture,Female,5th Pass,25,11793,17500,9000,5707,32.61,1,-2793,-31.03,1,93.18941301864014,Critical (60+)
12575,Tamil Nadu,Retail,Male,12th Pass,3,20484,18000,18000,-2484,-13.8,0,-2484,-13.8,0,0.0,
12576,Punjab,Chemicals,Female,10th Pass,0,10788,18500,14000,7712,41.69,1,3212,22.94,1,85.64916816769605,Critical (60+)
12577,Uttar Pradesh,Services,Male,10th Pass,1,13748,19500,14000,5752,29.5,1,252,1.8,0,38.24871794871795,High (30-60)
12578,Gujarat,Mining,Male,5th Pass,13,13339,21600,9000,8261,38.25,1,-4339,-48.21,0,47.62268518518518,High (30-60)
12579,Chhattisgarh,Agriculture,Male,12th Pass,14,17892,22500,18000,4608,20.48,1,108,0.6,0,33.74,High (30-60)
12580,West Bengal,Metals,Male,12th Pass,20,28559,20400,18000,-8159,-40.0,0,-10559,-58.66,0,0.0,
12581,Uttar Pradesh,Chemicals,Male,12th Pass,15,25409,19500,18000,-5909,-30.3,0,-7409,-41.16,0,0.0,
12582,Uttar Pradesh,Food Processing,Female,10th Pass,5,15407,19500,14000,4093,20.99,1,-1407,-10.05,0,33.9948717948718,High (30-60)
12583,Chhattisgarh,Machinery,Male,10th Pass,7,13252,22500,14000,9248,41.1,1,748,5.34,0,49.05111111111111,High (30-60)
12584,Telangana,Metals,Male,12th Pass,8,19789,19500,18000,-289,-1.48,0,-1789,-9.94,0,0.0,
12585,Uttar Pradesh,Manufacturing,Female,12th Pass,13,20971,19500,18000,-1471,-7.54,0,-2971,-16.51,0,0.0,
12586,Assam,Machinery,Male,Diploma,29,27194,16800,22000,-10394,-61.87,0,-5194,-23.61,0,0.0,
12587,Punjab,Manufacturing,Male,Illiterate,19,13440,18500,7000,5060,27.35,1,-6440,-92.0,0,37.17567567567568,High (30-60)
12588,Punjab,Chemicals,Male,10th Pass,9,14838,18500,14000,3662,19.79,1,-838,-5.99,0,33.3972972972973,High (30-60)
12589,Telangana,Small Manufacturing,Male,Illiterate,11,11425,19500,7000,8075,41.41,1,-4425,-63.21,0,49.205128205128204,High (30-60)
12590,Tamil Nadu,Machinery,Male,12th Pass,0,14702,18000,18000,3298,18.32,1,3298,18.32,0,32.66111111111111,High (30-60)
12591,Karnataka,Agriculture,Male,Illiterate,18,12232,21600,7000,9368,43.37,1,-5232,-74.74,0,50.18518518518518,High (30-60)
12592,Haryana,Chemicals,Male,10th Pass,14,18408,20400,14000,1992,9.76,1,-4408,-31.49,0,17.88235294117647,Low (10-30)
12593,West Bengal,Retail,Male,12th Pass,10,23744,20400,18000,-3344,-16.39,0,-5744,-31.91,0,0.0,
12594,Maharashtra,Agriculture,Male,Illiterate,12,10611,20400,7000,9789,47.99,1,-3611,-51.59,0,60.04130145825414,Critical (60+)
12595,Maharashtra,Food Processing,Female,5th Pass,6,9825,20400,9000,10575,51.84,1,-825,-9.17,1,89.51693922908942,Critical (60+)
12596,Uttar Pradesh,Agriculture,Female,Illiterate,35,15239,19500,7000,4261,21.85,1,-8239,-117.7,1,49.75445076011887,High (30-60)
12597,Karnataka,Food Processing,Female,10th Pass,3,13989,21600,14000,7611,35.24,1,11,0.08,1,60.366833949225594,Critical (60+)
12598,Haryana,Metals,Male,5th Pass,15,11772,20400,9000,8628,42.29,1,-2772,-30.8,0,49.64705882352941,High (30-60)
12599,Maharashtra,Services,Female,Diploma,3,15906,20400,22000,4494,22.03,1,6094,27.7,0,34.51470588235294,High (30-60)
12600,Maharashtra,Construction,Male,10th Pass,4,15614,20400,14000,4786,23.46,1,-1614,-11.53,0,35.23039215686275,High (30-60)
12601,Odisha,Manufacturing,Female,10th Pass,17,18593,17500,14000,-1093,-6.25,0,-4593,-32.81,0,0.0,
12602,Gujarat,Retail,Male,Post-Graduate,8,54426,21600,45000,-32826,-151.97,0,-9426,-20.95,0,0.0,
12603,Gujarat,Construction,Female,12th Pass,1,18050,21600,18000,3550,16.44,1,-50,-0.28,0,31.717592592592595,High (30-60)
12604,Karnataka,Textiles,Female,10th Pass,15,17731,21600,14000,3869,17.91,1,-3731,-26.65,0,32.45601851851852,High (30-60)
12605,Rajasthan,Silk,Female,5th Pass,15,11348,19500,9000,8152,41.81,1,-2348,-26.09,1,84.90550880367847,Critical (60+)
12606,Telangana,Manufacturing,Male,Diploma,13,28896,19500,22000,-9396,-48.18,0,-6896,-31.35,0,0.0,
12607,Gujarat,Machinery,Male,10th Pass,15,18988,21600,14000,2612,12.09,1,-4988,-35.63,0,29.546296296296298,Low (10-30)
12608,Punjab,Manufacturing,Female,5th Pass,16,13269,18500,9000,5231,28.28,1,-4269,-47.43,1,53.70953434151874,High (30-60)
12609,Tamil Nadu,Leather,Male,12th Pass,7,21726,18000,18000,-3726,-20.7,0,-3726,-20.7,0,0.0,
12610,Gujarat,Construction,Male,10th Pass,18,16404,21600,14000,5196,24.06,1,-2404,-17.17,0,35.52777777777778,High (30-60)
12611,Uttar Pradesh,Small Manufacturing,Male,12th Pass,14,18996,19500,18000,504,2.58,1,-996,-5.53,0,14.292307692307691,Low (10-30)
12612,Maharashtra,Manufacturing,Male,10th Pass,23,24054,20400,14000,-3654,-17.91,0,-10054,-71.81,0,0.0,
12613,Telangana,Retail,Female,12th Pass,9,17830,19500,18000,1670,8.56,1,170,0.94,0,17.28205128205128,Low (10-30)
12614,Maharashtra,Metals,Male,10th Pass,16,16306,20400,14000,4094,20.07,1,-2306,-16.47,0,33.53431372549019,High (30-60)
12615,Maharashtra,Agriculture,Female,Illiterate,6,7895,20400,7000,12505,61.3,1,-895,-12.79,1,100.0,Critical (60+)
12616,West Bengal,Textiles,Female,5th Pass,16,11362,20400,9000,9038,44.3,1,-2362,-26.24,1,85.51087414971134,Critical (60+)
12617,Tamil Nadu,Construction,Female,5th Pass,4,9106,18000,9000,8894,49.41,1,-106,-1.18,1,100.0,Critical (60+)
12618,Madhya Pradesh,Small Manufacturing,Male,10th Pass,11,16987,18000,14000,1013,5.63,1,-2987,-21.34,0,15.81388888888889,Low (10-30)
12619,Haryana,Agriculture,Male,10th Pass,19,22715,20400,14000,-2315,-11.35,0,-8715,-62.25,0,0.0,
12620,Chhattisgarh,Small Manufacturing,Male,12th Pass,16,26086,22500,18000,-3586,-15.94,0,-8086,-44.92,0,0.0,
12621,Punjab,Textiles,Female,Illiterate,16,8593,18500,7000,9907,53.55,1,-1593,-22.76,1,100.0,Critical (60+)
12622,Uttar Pradesh,Construction,Male,Illiterate,2,7542,19500,7000,11958,61.32,1,-542,-7.74,0,81.8387745252453,Critical (60+)
12623,Uttar Pradesh,Construction,Male,10th Pass,7,14886,19500,14000,4614,23.66,1,-886,-6.33,0,35.330769230769235,High (30-60)
12624,Telangana,Manufacturing,Male,Graduate,6,28394,19500,32000,-8894,-45.61,0,3606,11.27,0,0.0,
12625,Haryana,Retail,Male,12th Pass,13,19888,20400,18000,512,2.51,1,-1888,-10.49,0,14.254901960784313,Low (10-30)
12626,Maharashtra,Services,Male,Diploma,7,27160,20400,22000,-6760,-33.14,0,-5160,-23.45,0,0.0,
12627,Uttar Pradesh,Agriculture,Female,12th Pass,12,21103,19500,18000,-1603,-8.22,0,-3103,-17.24,0,0.0,
12628,Maharashtra,Food Processing,Male,5th Pass,6,10862,20400,9000,9538,46.75,1,-1862,-20.69,0,51.877450980392155,High (30-60)
12629,West Bengal,Manufacturing,Female,5th Pass,16,10760,20400,9000,9640,47.25,1,-1760,-19.56,1,87.0799380259544,Critical (60+)
12630,Madhya Pradesh,Metals,Male,5th Pass,19,13478,18000,9000,4522,25.12,1,-4478,-49.76,0,36.06111111111111,High (30-60)
12631,Haryana,Agriculture,Female,5th Pass,16,13890,20400,9000,6510,31.91,1,-4890,-54.33,1,59.34985974221377,High (30-60)
12632,Punjab,Agriculture,Male,Illiterate,10,10444,18500,7000,8056,43.55,1,-3444,-49.2,0,58.7575213758598,High (30-60)
12633,West Bengal,Small Manufacturing,Male,10th Pass,2,12887,20400,14000,7513,36.83,1,1113,7.95,0,46.91421568627451,High (30-60)
12634,Rajasthan,Retail,Female,10th Pass,2,14130,19500,14000,5370,27.54,1,-130,-0.93,1,52.67114350726074,High (30-60)
12635,Uttar Pradesh,Textiles,Male,Illiterate,7,9581,19500,7000,9919,50.87,1,-2581,-36.87,0,64.9283559386922,Critical (60+)
12636,Uttar Pradesh,Agriculture,Male,10th Pass,6,15592,19500,14000,3908,20.04,1,-1592,-11.37,0,33.52051282051282,High (30-60)
12637,Uttar Pradesh,Agriculture,Male,5th Pass,10,14138,19500,9000,5362,27.5,1,-5138,-57.09,0,37.24871794871795,High (30-60)
12638,Uttar Pradesh,Retail,Male,10th Pass,0,13844,19500,14000,5656,29.01,1,156,1.11,0,38.0025641025641,High (30-60)
12639,Tamil Nadu,Machinery,Male,12th Pass,0,19825,18000,18000,-1825,-10.14,0,-1825,-10.14,0,0.0,
12640,Haryana,Construction,Male,5th Pass,1,10068,20400,9000,10332,50.65,1,-1068,-11.87,0,61.263913738912265,Critical (60+)
12641,Telangana,Textiles,Female,5th Pass,21,13623,19500,9000,5877,30.14,1,-4623,-51.37,1,59.0045639065402,High (30-60)
12642,Chhattisgarh,Agriculture,Male,Illiterate,26,13504,22500,7000,8996,39.98,1,-6504,-92.91,0,48.49111111111111,High (30-60)
12643,Maharashtra,Textiles,Female,5th Pass,10,10085,20400,9000,10315,50.56,1,-1085,-12.06,1,100.0,Critical (60+)
12644,Tamil Nadu,Services,Male,Graduate,16,34196,18000,32000,-16196,-89.98,0,-2196,-6.86,0,0.0,
12645,Gujarat,Agriculture,Female,5th Pass,22,10941,21600,9000,10659,49.35,1,-1941,-21.57,1,98.07779175530187,Critical (60+)
12646,Gujarat,Construction,Female,Illiterate,16,9048,21600,7000,12552,58.11,1,-2048,-29.26,1,100.0,Critical (60+)
12647,Rajasthan,Mining,Male,10th Pass,11,14010,19500,14000,5490,28.15,1,-10,-0.07,0,37.57692307692308,High (30-60)
12648,Gujarat,Textiles,Female,5th Pass,15,10219,21600,9000,11381,52.69,1,-1219,-13.54,1,89.1857483972831,Critical (60+)
12649,Karnataka,Agriculture,Female,Illiterate,9,9581,21600,7000,12019,55.64,1,-2581,-36.87,1,100.0,Critical (60+)
12650,Haryana,Construction,Male,Illiterate,7,9086,20400,7000,11314,55.46,1,-2086,-29.8,0,77.58552703913271,Critical (60+)
12651,Uttar Pradesh,Leather,Female,5th Pass,9,10945,19500,9000,8555,43.87,1,-1945,-21.61,1,85.9786895361527,Critical (60+)
12652,Karnataka,Construction,Male,Diploma,18,22793,21600,22000,-1193,-5.52,0,-793,-3.6,0,0.0,
12653,Maharashtra,Agriculture,Female,10th Pass,10,11823,20400,14000,8577,42.04,1,2177,15.55,1,95.02168252367805,Critical (60+)
12654,Maharashtra,Machinery,Male,Post-Graduate,19,41818,20400,45000,-21418,-104.99,0,3182,7.07,0,0.0,
12655,Jharkhand,Construction,Male,Illiterate,7,8047,17800,7000,9753,54.79,1,-1047,-14.96,0,79.29426728047838,Critical (60+)
12656,Madhya Pradesh,Agriculture,Male,Illiterate,16,13479,18000,7000,4521,25.12,1,-6479,-92.56,0,36.05833333333334,High (30-60)
12657,Karnataka,Agriculture,Male,5th Pass,24,17453,21600,9000,4147,19.2,1,-8453,-93.92,0,33.09953703703704,High (30-60)
12658,West Bengal,Textiles,Female,12th Pass,14,20388,20400,18000,12,0.06,1,-2388,-13.27,0,13.029411764705882,Low (10-30)
12659,Rajasthan,Leather,Female,5th Pass,1,8780,19500,9000,10720,54.97,1,220,2.44,1,91.74404012128102,Critical (60+)
12660,Rajasthan,Metals,Male,12th Pass,6,18429,19500,18000,1071,5.49,1,-429,-2.38,0,15.746153846153845,Low (10-30)
12661,Gujarat,Metals,Male,10th Pass,4,16734,21600,14000,4866,22.53,1,-2734,-19.53,0,34.763888888888886,High (30-60)
12662,Punjab,Manufacturing,Male,12th Pass,1,20477,18500,18000,-1977,-10.69,0,-2477,-13.76,0,0.0,
12663,Haryana,Silk,Female,12th Pass,8,20638,20400,18000,-238,-1.17,0,-2638,-14.66,0,0.0,
12664,Uttar Pradesh,Agriculture,Male,Illiterate,16,9627,19500,7000,9873,50.63,1,-2627,-37.53,0,62.07801631178154,Critical (60+)
12665,Haryana,Mining,Male,5th Pass,9,11689,20400,9000,8711,42.7,1,-2689,-29.88,0,49.85049019607843,High (30-60)
12666,West Bengal,Agriculture,Male,12th Pass,18,27918,20400,18000,-7518,-36.85,0,-9918,-55.1,0,0.0,
12667,Uttar Pradesh,Construction,Male,10th Pass,0,15334,19500,14000,4166,21.36,1,-1334,-9.53,0,34.18205128205128,High (30-60)
12668,Uttar Pradesh,Food Processing,Male,5th Pass,7,12821,19500,9000,6679,34.25,1,-3821,-42.46,0,45.62564102564102,High (30-60)
12669,Karnataka,Metals,Male,10th Pass,9,17795,21600,14000,3805,17.62,1,-3795,-27.11,0,32.30787037037037,High (30-60)
12670,West Bengal,Agriculture,Male,Illiterate,12,9110,20400,7000,11290,55.34,1,-2110,-30.14,0,64.25559227386942,Critical (60+)
12671,Uttar Pradesh,IT Services,Male,Post-Graduate,6,42351,19500,45000,-22851,-117.18,0,2649,5.89,0,0.0,
12672,Rajasthan,Silk,Male,5th Pass,7,12866,19500,9000,6634,34.02,1,-3866,-42.96,0,45.51025641025641,High (30-60)
12673,Tamil Nadu,Leather,Male,Illiterate,8,8965,18000,7000,9035,50.19,1,-1965,-28.07,0,53.59722222222222,High (30-60)
12674,Uttar Pradesh,Agriculture,Male,5th Pass,15,11630,19500,9000,7870,40.36,1,-2630,-29.22,0,56.30322665828946,High (30-60)
12675,Maharashtra,Food Processing,Male,12th Pass,12,17293,20400,18000,3107,15.23,1,707,3.93,0,31.115196078431374,High (30-60)
12676,Uttar Pradesh,Leather,Male,5th Pass,9,11005,19500,9000,8495,43.56,1,-2005,-22.28,0,50.282051282051285,High (30-60)
12677,Gujarat,IT Services,Male,Post-Graduate,12,48902,21600,45000,-27302,-126.4,0,-3902,-8.67,0,0.0,
12678,Gujarat,Silk,Female,Illiterate,3,6185,21600,7000,15415,71.37,1,815,11.64,1,99.42539424965221,Critical (60+)
12679,Maharashtra,Manufacturing,Female,Graduate,34,36731,20400,32000,-16331,-80.05,0,-4731,-14.78,0,0.0,
12680,Maharashtra,Chemicals,Male,Diploma,20,24468,20400,22000,-4068,-19.94,0,-2468,-11.22,0,0.0,
12681,Gujarat,Chemicals,Male,5th Pass,4,12018,21600,9000,9582,44.36,1,-3018,-33.53,0,50.68055555555556,High (30-60)
12682,Uttar Pradesh,IT Services,Female,Graduate,2,32703,19500,32000,-13203,-67.71,0,-703,-2.2,0,0.0,
12683,Karnataka,Manufacturing,Male,10th Pass,14,18307,21600,14000,3293,15.25,1,-4307,-30.76,0,31.122685185185183,High (30-60)
12684,Uttar Pradesh,Retail,Male,10th Pass,2,16675,19500,14000,2825,14.49,1,-2675,-19.11,0,30.743589743589745,High (30-60)
