worker_id,state,industry,gender,education_level,experience_years,actual_monthly_wage,min_wage_standard,fair_wage_estimate,wage_gap,gap_percentage,is_underpaid,fair_wage_gap,fair_wage_gap_pct,gender_discriminated
14246,Uttar Pradesh,Agriculture,Female,5th Pass,14,9656,19500,9000,9844,50.48,1,-656,-7.29,1
14247,Chhattisgarh,Manufacturing,Male,12th Pass,2,19494,22500,18000,3006,13.36,1,-1494,-8.3,0
14248,Uttar Pradesh,Construction,Male,5th Pass,11,13032,19500,9000,6468,33.17,1,-4032,-44.8,0
14249,Uttar Pradesh,Agriculture,Female,10th Pass,22,16645,19500,14000,2855,14.64,1,-2645,-18.89,0
14250,Odisha,Agriculture,Male,10th Pass,35,27253,17500,14000,-9753,-55.73,0,-13253,-94.66,0
14251,West Bengal,Retail,Male,5th Pass,5,12135,20400,9000,8265,40.51,1,-3135,-34.83,0
14252,Maharashtra,Machinery,Male,12th Pass,4,21021,20400,18000,-621,-3.04,0,-3021,-16.78,0
14253,Uttar Pradesh,Retail,Male,12th Pass,0,19509,19500,18000,-9,-0.05,0,-1509,-8.38,0
14254,Uttar Pradesh,Agriculture,Male,5th Pass,16,14571,19500,9000,4929,25.28,1,-5571,-61.9,0
14255,Karnataka,Food Processing,Female,12th Pass,6,17444,21600,18000,4156,19.24,1,556,3.09,0
14256,Uttar Pradesh,Retail,Male,10th Pass,5,18590,19500,14000,910,4.67,1,-4590,-32.79,0
14257,Uttar Pradesh,Construction,Male,10th Pass,13,15369,19500,14000,4131,21.18,1,-1369,-9.78,0
14258,Haryana,Manufacturing,Male,Illiterate,11,12143,20400,7000,8257,40.48,1,-5143,-73.47,0
14259,Odisha,Manufacturing,Male,10th Pass,7,14045,17500,14000,3455,19.74,1,-45,-0.32,0
14260,West Bengal,Construction,Male,10th Pass,4,16918,20400,14000,3482,17.07,1,-2918,-20.84,0
14261,Punjab,Manufacturing,Male,12th Pass,15,19615,18500,18000,-1115,-6.03,0,-1615,-8.97,0
14262,Tamil Nadu,Construction,Female,5th Pass,6,8744,18000,9000,9256,51.42,1,256,2.84,1
14263,West Bengal,Construction,Male,10th Pass,7,13771,20400,14000,6629,32.5,1,229,1.64,0
14264,Rajasthan,Silk,Female,Illiterate,6,7336,19500,7000,12164,62.38,1,-336,-4.8,1
14265,Uttar Pradesh,Silk,Female,10th Pass,10,14861,19500,14000,4639,23.79,1,-861,-6.15,1
14266,Karnataka,Leather,Female,10th Pass,0,10974,21600,14000,10626,49.19,1,3026,21.61,1
14267,West Bengal,Food Processing,Female,12th Pass,11,18689,20400,18000,1711,8.39,1,-689,-3.83,0
14268,West Bengal,Services,Male,Graduate,9,38389,20400,32000,-17989,-88.18,0,-6389,-19.97,0
14269,Tamil Nadu,Agriculture,Female,10th Pass,3,14680,18000,14000,3320,18.44,1,-680,-4.86,1
14270,Telangana,Agriculture,Male,Illiterate,13,9651,19500,7000,9849,50.51,1,-2651,-37.87,0
14271,Karnataka,Services,Female,5th Pass,2,6655,21600,9000,14945,69.19,1,2345,26.06,1
14272,Gujarat,Construction,Male,5th Pass,8,10704,21600,9000,10896,50.44,1,-1704,-18.93,0
14273,Odisha,Services,Male,Diploma,0,19470,17500,22000,-1970,-11.26,0,2530,11.5,0
14274,Telangana,Agriculture,Male,10th Pass,7,13247,19500,14000,6253,32.07,1,753,5.38,0
14275,Telangana,Agriculture,Male,Illiterate,20,15539,19500,7000,3961,20.31,1,-8539,-121.99,0
14276,Rajasthan,Textiles,Female,Graduate,19,29474,19500,32000,-9974,-51.15,0,2526,7.89,0
14277,Madhya Pradesh,Construction,Male,10th Pass,6,14892,18000,14000,3108,17.27,1,-892,-6.37,0
14278,West Bengal,Agriculture,Female,10th Pass,8,16007,20400,14000,4393,21.53,1,-2007,-14.34,0
14279,Madhya Pradesh,Manufacturing,Male,10th Pass,12,16273,18000,14000,1727,9.59,1,-2273,-16.24,0
14280,Uttar Pradesh,IT Services,Female,Graduate,3,33219,19500,32000,-13719,-70.35,0,-1219,-3.81,0
14281,Maharashtra,Mining,Male,12th Pass,7,21494,20400,18000,-1094,-5.36,0,-3494,-19.41,0
14282,Rajasthan,Agriculture,Male,10th Pass,25,17672,19500,14000,1828,9.37,1,-3672,-26.23,0
14283,Uttar Pradesh,Retail,Male,10th Pass,20,18073,19500,14000,1427,7.32,1,-4073,-29.09,0
14284,West Bengal,IT Services,Male,Post-Graduate,7,43239,20400,45000,-22839,-111.96,0,1761,3.91,0
14285,Gujarat,Construction,Male,10th Pass,0,13470,21600,14000,8130,37.64,1,530,3.79,0
14286,Telangana,Metals,Male,Diploma,15,25401,19500,22000,-5901,-30.26,0,-3401,-15.46,0
14287,Tamil Nadu,Services,Female,10th Pass,4,13353,18000,14000,4647,25.82,1,647,4.62,1
14288,Rajasthan,Agriculture,Female,5th Pass,26,14209,19500,9000,5291,27.13,1,-5209,-57.88,1
14289,Haryana,Small Manufacturing,Male,10th Pass,7,14559,20400,14000,5841,28.63,1,-559,-3.99,0
14290,Telangana,Small Manufacturing,Female,12th Pass,18,18421,19500,18000,1079,5.53,1,-421,-2.34,0
14291,Jharkhand,Textiles,Female,10th Pass,15,15147,17800,14000,2653,14.9,1,-1147,-8.19,1
14292,Tamil Nadu,Food Processing,Female,Illiterate,13,10662,18000,7000,7338,40.77,1,-3662,-52.31,1
14293,Madhya Pradesh,IT Services,Male,Graduate,2,28782,18000,32000,-10782,-59.9,0,3218,10.06,0
14294,Uttar Pradesh,Food Processing,Female,5th Pass,16,11818,19500,9000,7682,39.39,1,-2818,-31.31,1
14295,Tamil Nadu,Agriculture,Male,10th Pass,5,12544,18000,14000,5456,30.31,1,1456,10.4,0
14296,Maharashtra,Food Processing,Male,12th Pass,10,19380,20400,18000,1020,5.0,1,-1380,-7.67,0
14297,Maharashtra,Food Processing,Male,Diploma,15,30249,20400,22000,-9849,-48.28,0,-8249,-37.5,0
14298,Maharashtra,Services,Male,Graduate,15,43746,20400,32000,-23346,-114.44,0,-11746,-36.71,0
14299,West Bengal,Construction,Male,10th Pass,4,12200,20400,14000,8200,40.2,1,1800,12.86,0
14300,Uttar Pradesh,Chemicals,Female,5th Pass,24,13509,19500,9000,5991,30.72,1,-4509,-50.1,1
14301,Maharashtra,Small Manufacturing,Male,12th Pass,9,22116,20400,18000,-1716,-8.41,0,-4116,-22.87,0
14302,West Bengal,Services,Female,Graduate,6,30968,20400,32000,-10568,-51.8,0,1032,3.22,0
14303,Haryana,Small Manufacturing,Male,10th Pass,0,12029,20400,14000,8371,41.03,1,1971,14.08,0
14304,Uttar Pradesh,Silk,Male,Illiterate,9,7768,19500,7000,11732,60.16,1,-768,-10.97,0
14305,Jharkhand,Textiles,Male,Illiterate,7,9141,17800,7000,8659,48.65,1,-2141,-30.59,0
14306,Uttar Pradesh,Silk,Male,12th Pass,6,23521,19500,18000,-4021,-20.62,0,-5521,-30.67,0
14307,Gujarat,Manufacturing,Male,10th Pass,6,14940,21600,14000,6660,30.83,1,-940,-6.71,0
14308,Jharkhand,Textiles,Male,5th Pass,2,11269,17800,9000,6531,36.69,1,-2269,-25.21,0
14309,Maharashtra,Agriculture,Male,12th Pass,5,22631,20400,18000,-2231,-10.94,0,-4631,-25.73,0
14310,Odisha,Mining,Male,12th Pass,6,20444,17500,18000,-2944,-16.82,0,-2444,-13.58,0
14311,Karnataka,Agriculture,Male,12th Pass,3,15599,21600,18000,6001,27.78,1,2401,13.34,0
14312,Odisha,Agriculture,Male,Illiterate,21,13576,17500,7000,3924,22.42,1,-6576,-93.94,0
14313,West Bengal,Leather,Male,12th Pass,5,16258,20400,18000,4142,20.3,1,1742,9.68,0
14314,Haryana,Textiles,Female,5th Pass,12,9896,20400,9000,10504,51.49,1,-896,-9.96,1
14315,Jharkhand,Food Processing,Male,Illiterate,13,9767,17800,7000,8033,45.13,1,-2767,-39.53,0
14316,Haryana,Agriculture,Female,10th Pass,35,19510,20400,14000,890,4.36,1,-5510,-39.36,0
14317,Uttar Pradesh,Textiles,Female,5th Pass,14,13117,19500,9000,6383,32.73,1,-4117,-45.74,1
14318,Uttar Pradesh,Small Manufacturing,Male,12th Pass,14,23351,19500,18000,-3851,-19.75,0,-5351,-29.73,0
14319,West Bengal,Leather,Female,5th Pass,9,9302,20400,9000,11098,54.4,1,-302,-3.36,1
14320,Gujarat,Construction,Male,Illiterate,15,13345,21600,7000,8255,38.22,1,-6345,-90.64,0
14321,Uttar Pradesh,Agriculture,Male,5th Pass,0,9575,19500,9000,9925,50.9,1,-575,-6.39,0
14322,Uttar Pradesh,Services,Female,10th Pass,0,14146,19500,14000,5354,27.46,1,-146,-1.04,1
14323,Karnataka,Agriculture,Female,Illiterate,13,9801,21600,7000,11799,54.62,1,-2801,-40.01,1
14324,Telangana,Agriculture,Male,10th Pass,19,18766,19500,14000,734,3.76,1,-4766,-34.04,0
14325,West Bengal,Manufacturing,Male,Illiterate,10,8269,20400,7000,12131,59.47,1,-1269,-18.13,0
14326,Jharkhand,Construction,Male,10th Pass,2,11943,17800,14000,5857,32.9,1,2057,14.69,0
14327,Odisha,Services,Female,12th Pass,1,18391,17500,18000,-891,-5.09,0,-391,-2.17,0
14328,Uttar Pradesh,Agriculture,Female,5th Pass,16,9545,19500,9000,9955,51.05,1,-545,-6.06,1
14329,Gujarat,Agriculture,Female,Diploma,16,19150,21600,22000,2450,11.34,1,2850,12.95,0
14330,Jharkhand,Manufacturing,Male,12th Pass,8,23231,17800,18000,-5431,-30.51,0,-5231,-29.06,0
14331,Gujarat,Services,Male,Diploma,5,24422,21600,22000,-2822,-13.06,0,-2422,-11.01,0
14332,Tamil Nadu,Services,Male,5th Pass,0,7408,18000,9000,10592,58.84,1,1592,17.69,0
14333,Maharashtra,IT Services,Female,Graduate,0,31242,20400,32000,-10842,-53.15,0,758,2.37,0
14334,Chhattisgarh,Food Processing,Male,Graduate,5,28951,22500,32000,-6451,-28.67,0,3049,9.53,0
14335,Jharkhand,Construction,Male,Illiterate,19,12299,17800,7000,5501,30.9,1,-5299,-75.7,0
14336,Karnataka,Small Manufacturing,Male,5th Pass,6,9411,21600,9000,12189,56.43,1,-411,-4.57,0
14337,Uttar Pradesh,Chemicals,Male,Illiterate,14,12102,19500,7000,7398,37.94,1,-5102,-72.89,0
14338,Jharkhand,Construction,Male,10th Pass,7,19239,17800,14000,-1439,-8.08,0,-5239,-37.42,0
14339,Maharashtra,Construction,Female,10th Pass,8,14104,20400,14000,6296,30.86,1,-104,-0.74,1
14340,West Bengal,Construction,Male,5th Pass,6,11906,20400,9000,8494,41.64,1,-2906,-32.29,0
14341,Uttar Pradesh,Mining,Male,12th Pass,12,22963,19500,18000,-3463,-17.76,0,-4963,-27.57,0
14342,Haryana,Metals,Male,Illiterate,8,8933,20400,7000,11467,56.21,1,-1933,-27.61,0
14343,West Bengal,Construction,Male,10th Pass,7,17528,20400,14000,2872,14.08,1,-3528,-25.2,0
14344,Maharashtra,Construction,Male,12th Pass,11,24813,20400,18000,-4413,-21.63,0,-6813,-37.85,0
14345,Maharashtra,Retail,Male,12th Pass,4,19000,20400,18000,1400,6.86,1,-1000,-5.56,0
14346,Madhya Pradesh,Construction,Male,Illiterate,7,10279,18000,7000,7721,42.89,1,-3279,-46.84,0
14347,Tamil Nadu,Retail,Male,Illiterate,1,7818,18000,7000,10182,56.57,1,-818,-11.69,0
14348,Jharkhand,Construction,Male,Illiterate,3,9251,17800,7000,8549,48.03,1,-2251,-32.16,0
14349,Telangana,Small Manufacturing,Female,5th Pass,10,9103,19500,9000,10397,53.32,1,-103,-1.14,1
14350,Gujarat,Silk,Female,10th Pass,7,12551,21600,14000,9049,41.89,1,1449,10.35,1
14351,Uttar Pradesh,Silk,Female,12th Pass,5,13615,19500,18000,5885,30.18,1,4385,24.36,1
14352,Uttar Pradesh,Retail,Female,5th Pass,4,8049,19500,9000,11451,58.72,1,951,10.57,1
14353,West Bengal,Agriculture,Male,Illiterate,0,5688,20400,7000,14712,72.12,1,1312,18.74,0
14354,West Bengal,Agriculture,Female,Illiterate,0,5241,20400,7000,15159,74.31,1,1759,25.13,1
14355,Tamil Nadu,Agriculture,Female,5th Pass,11,10653,18000,9000,7347,40.82,1,-1653,-18.37,1
14356,West Bengal,Manufacturing,Female,12th Pass,0,16832,20400,18000,3568,17.49,1,1168,6.49,0
14357,Uttar Pradesh,Mining,Male,10th Pass,15,21151,19500,14000,-1651,-8.47,0,-7151,-51.08,0
14358,Karnataka,IT Services,Female,Graduate,5,22990,21600,32000,-1390,-6.44,0,9010,28.16,0
14359,Assam,Services,Female,10th Pass,12,16487,16800,14000,313,1.86,1,-2487,-17.76,0
14360,Uttar Pradesh,Manufacturing,Male,10th Pass,5,15769,19500,14000,3731,19.13,1,-1769,-12.64,0
14361,Uttar Pradesh,Construction,Male,5th Pass,3,11401,19500,9000,8099,41.53,1,-2401,-26.68,0
14362,Telangana,Agriculture,Male,10th Pass,15,19168,19500,14000,332,1.7,1,-5168,-36.91,0
14363,West Bengal,Mining,Male,Graduate,10,28452,20400,32000,-8052,-39.47,0,3548,11.09,0
14364,Uttar Pradesh,Retail,Male,Graduate,9,34308,19500,32000,-14808,-75.94,0,-2308,-7.21,0
14365,Maharashtra,Textiles,Male,Illiterate,7,8463,20400,7000,11937,58.51,1,-1463,-20.9,0
14366,Haryana,Textiles,Male,10th Pass,12,19142,20400,14000,1258,6.17,1,-5142,-36.73,0
14367,Tamil Nadu,Construction,Male,5th Pass,4,8267,18000,9000,9733,54.07,1,733,8.14,0
14368,Uttar Pradesh,Textiles,Female,5th Pass,16,12760,19500,9000,6740,34.56,1,-3760,-41.78,1
14369,Maharashtra,Agriculture,Female,10th Pass,6,15074,20400,14000,5326,26.11,1,-1074,-7.67,1
14370,West Bengal,IT Services,Female,Graduate,8,28811,20400,32000,-8411,-41.23,0,3189,9.97,0
14371,Rajasthan,Textiles,Female,12th Pass,7,14516,19500,18000,4984,25.56,1,3484,19.36,1
14372,Uttar Pradesh,Services,Female,10th Pass,8,13582,19500,14000,5918,30.35,1,418,2.99,1
14373,Maharashtra,Silk,Female,5th Pass,9,11929,20400,9000,8471,41.52,1,-2929,-32.54,1
14374,Gujarat,Leather,Male,10th Pass,9,15892,21600,14000,5708,26.43,1,-1892,-13.51,0
14375,Gujarat,Metals,Female,5th Pass,29,15496,21600,9000,6104,28.26,1,-6496,-72.18,0
14376,West Bengal,Agriculture,Female,10th Pass,19,14408,20400,14000,5992,29.37,1,-408,-2.91,1
14377,Uttar Pradesh,Services,Female,12th Pass,17,19968,19500,18000,-468,-2.4,0,-1968,-10.93,0
14378,Maharashtra,Agriculture,Male,5th Pass,13,11895,20400,9000,8505,41.69,1,-2895,-32.17,0
14379,Maharashtra,Mining,Male,Illiterate,5,8023,20400,7000,12377,60.67,1,-1023,-14.61,0
14380,Uttar Pradesh,Chemicals,Female,10th Pass,31,20293,19500,14000,-793,-4.07,0,-6293,-44.95,0
14381,Madhya Pradesh,Agriculture,Male,10th Pass,16,21302,18000,14000,-3302,-18.34,0,-7302,-52.16,0
14382,Punjab,IT Services,Male,Graduate,3,32921,18500,32000,-14421,-77.95,0,-921,-2.88,0
14383,Maharashtra,IT Services,Female,Diploma,3,21152,20400,22000,-752,-3.69,0,848,3.85,0
14384,Uttar Pradesh,Machinery,Male,12th Pass,27,22198,19500,18000,-2698,-13.84,0,-4198,-23.32,0
14385,Gujarat,Manufacturing,Male,12th Pass,11,17426,21600,18000,4174,19.32,1,574,3.19,0
14386,Gujarat,Small Manufacturing,Female,12th Pass,6,14407,21600,18000,7193,33.3,1,3593,19.96,1
14387,Rajasthan,Agriculture,Male,5th Pass,7,11596,19500,9000,7904,40.53,1,-2596,-28.84,0
14388,Uttar Pradesh,Agriculture,Female,5th Pass,8,7991,19500,9000,11509,59.02,1,1009,11.21,1
14389,Rajasthan,Chemicals,Female,12th Pass,1,17927,19500,18000,1573,8.07,1,73,0.41,0
14390,Chhattisgarh,Construction,Male,Illiterate,7,7425,22500,7000,15075,67.0,1,-425,-6.07,0
14391,Telangana,Services,Male,10th Pass,11,15317,19500,14000,4183,21.45,1,-1317,-9.41,0
14392,West Bengal,Manufacturing,Male,5th Pass,29,16793,20400,9000,3607,17.68,1,-7793,-86.59,0
14393,Maharashtra,Services,Male,Illiterate,6,7283,20400,7000,13117,64.3,1,-283,-4.04,0
14394,Uttar Pradesh,IT Services,Male,Post-Graduate,4,39909,19500,45000,-20409,-104.66,0,5091,11.31,0
14395,Tamil Nadu,Construction,Female,10th Pass,10,12428,18000,14000,5572,30.96,1,1572,11.23,1
14396,Tamil Nadu,Manufacturing,Female,10th Pass,4,14191,18000,14000,3809,21.16,1,-191,-1.36,1
14397,Rajasthan,Mining,Male,12th Pass,10,22418,19500,18000,-2918,-14.96,0,-4418,-24.54,0
14398,Uttar Pradesh,Agriculture,Female,5th Pass,16,12464,19500,9000,7036,36.08,1,-3464,-38.49,1
14399,Tamil Nadu,Agriculture,Male,Illiterate,14,10992,18000,7000,7008,38.93,1,-3992,-57.03,0
14400,Madhya Pradesh,Retail,Male,12th Pass,15,25761,18000,18000,-7761,-43.12,0,-7761,-43.12,0
14401,Tamil Nadu,Machinery,Male,12th Pass,11,22731,18000,18000,-4731,-26.28,0,-4731,-26.28,0
14402,Gujarat,Small Manufacturing,Female,10th Pass,12,14856,21600,14000,6744,31.22,1,-856,-6.11,1
14403,Jharkhand,Agriculture,Male,Illiterate,29,14075,17800,7000,3725,20.93,1,-7075,-101.07,0
14404,Uttar Pradesh,Agriculture,Female,Illiterate,4,7810,19500,7000,11690,59.95,1,-810,-11.57,1
14405,Jharkhand,Services,Male,Graduate,12,31781,17800,32000,-13981,-78.54,0,219,0.68,0
14406,Uttar Pradesh,Agriculture,Male,10th Pass,21,19164,19500,14000,336,1.72,1,-5164,-36.89,0
14407,Madhya Pradesh,Food Processing,Female,5th Pass,12,11523,18000,9000,6477,35.98,1,-2523,-28.03,1
14408,Odisha,Construction,Male,10th Pass,11,14427,17500,14000,3073,17.56,1,-427,-3.05,0
14409,Odisha,Leather,Male,5th Pass,7,11350,17500,9000,6150,35.14,1,-2350,-26.11,0
14410,Madhya Pradesh,Construction,Male,Illiterate,20,13539,18000,7000,4461,24.78,1,-6539,-93.41,0
14411,Tamil Nadu,Agriculture,Male,10th Pass,5,14284,18000,14000,3716,20.64,1,-284,-2.03,0
14412,Uttar Pradesh,Chemicals,Male,12th Pass,14,25960,19500,18000,-6460,-33.13,0,-7960,-44.22,0
14413,West Bengal,Manufacturing,Female,5th Pass,7,8566,20400,9000,11834,58.01,1,434,4.82,1
14414,Punjab,Textiles,Female,10th Pass,4,11685,18500,14000,6815,36.84,1,2315,16.54,1
14415,Maharashtra,Retail,Male,10th Pass,11,17415,20400,14000,2985,14.63,1,-3415,-24.39,0
14416,Punjab,Food Processing,Male,5th Pass,12,13374,18500,9000,5126,27.71,1,-4374,-48.6,0
14417,Uttar Pradesh,Mining,Male,Graduate,4,36540,19500,32000,-17040,-87.38,0,-4540,-14.19,0
14418,Punjab,Agriculture,Male,Illiterate,28,13753,18500,7000,4747,25.66,1,-6753,-96.47,0
14419,Uttar Pradesh,Mining,Female,5th Pass,11,8450,19500,9000,11050,56.67,1,550,6.11,1
14420,Chhattisgarh,Textiles,Female,10th Pass,11,17515,22500,14000,4985,22.16,1,-3515,-25.11,0
14421,Uttar Pradesh,Food Processing,Male,Illiterate,0,5955,19500,7000,13545,69.46,1,1045,14.93,0
14422,Punjab,Food Processing,Female,Illiterate,14,9083,18500,7000,9417,50.9,1,-2083,-29.76,1
14423,Madhya Pradesh,Services,Female,Diploma,7,22466,18000,22000,-4466,-24.81,0,-466,-2.12,0
14424,Maharashtra,Textiles,Female,10th Pass,16,15275,20400,14000,5125,25.12,1,-1275,-9.11,1
14425,Rajasthan,Retail,Female,10th Pass,13,14244,19500,14000,5256,26.95,1,-244,-1.74,1
14426,Uttar Pradesh,Construction,Male,10th Pass,3,14487,19500,14000,5013,25.71,1,-487,-3.48,0
14427,Rajasthan,Machinery,Male,Diploma,10,26547,19500,22000,-7047,-36.14,0,-4547,-20.67,0
14428,West Bengal,Metals,Male,10th Pass,17,18747,20400,14000,1653,8.1,1,-4747,-33.91,0
14429,Tamil Nadu,Small Manufacturing,Male,12th Pass,1,14903,18000,18000,3097,17.21,1,3097,17.21,0
14430,Maharashtra,Agriculture,Female,Illiterate,2,5817,20400,7000,14583,71.49,1,1183,16.9,1
14431,Uttar Pradesh,Agriculture,Male,Illiterate,23,14943,19500,7000,4557,23.37,1,-7943,-113.47,0
14432,Maharashtra,Chemicals,Male,12th Pass,8,23745,20400,18000,-3345,-16.4,0,-5745,-31.92,0
14433,Assam,Agriculture,Male,10th Pass,15,18654,16800,14000,-1854,-11.04,0,-4654,-33.24,0
14434,Uttar Pradesh,Food Processing,Female,5th Pass,7,8228,19500,9000,11272,57.81,1,772,8.58,1
14435,Odisha,Textiles,Female,12th Pass,0,16538,17500,18000,962,5.5,1,1462,8.12,0
14436,Karnataka,Metals,Male,12th Pass,28,22390,21600,18000,-790,-3.66,0,-4390,-24.39,0
14437,Gujarat,Services,Male,Illiterate,2,7528,21600,7000,14072,65.15,1,-528,-7.54,0
14438,West Bengal,Retail,Male,Graduate,11,32877,20400,32000,-12477,-61.16,0,-877,-2.74,0
14439,Tamil Nadu,Construction,Male,Diploma,12,25622,18000,22000,-7622,-42.34,0,-3622,-16.46,0
14440,Rajasthan,IT Services,Male,Post-Graduate,3,54880,19500,45000,-35380,-181.44,0,-9880,-21.96,0
14441,Karnataka,Retail,Male,12th Pass,11,21340,21600,18000,260,1.2,1,-3340,-18.56,0
14442,Tamil Nadu,Food Processing,Male,5th Pass,0,7971,18000,9000,10029,55.72,1,1029,11.43,0
14443,Gujarat,Retail,Male,Post-Graduate,1,51091,21600,45000,-29491,-136.53,0,-6091,-13.54,0
14444,Telangana,Small Manufacturing,Female,Diploma,11,22936,19500,22000,-3436,-17.62,0,-936,-4.25,0
14445,Uttar Pradesh,Chemicals,Male,12th Pass,29,28507,19500,18000,-9007,-46.19,0,-10507,-58.37,0
14446,Uttar Pradesh,Chemicals,Male,Diploma,9,28675,19500,22000,-9175,-47.05,0,-6675,-30.34,0
14447,Tamil Nadu,Agriculture,Female,Illiterate,14,9212,18000,7000,8788,48.82,1,-2212,-31.6,1
14448,Chhattisgarh,Construction,Male,5th Pass,8,11327,22500,9000,11173,49.66,1,-2327,-25.86,0
14449,Punjab,Textiles,Female,10th Pass,16,18909,18500,14000,-409,-2.21,0,-4909,-35.06,0
14450,Jharkhand,Food Processing,Male,5th Pass,0,8808,17800,9000,8992,50.52,1,192,2.13,0
14451,Assam,IT Services,Female,Diploma,1,21015,16800,22000,-4215,-25.09,0,985,4.48,0
14452,Uttar Pradesh,Manufacturing,Male,12th Pass,4,15530,19500,18000,3970,20.36,1,2470,13.72,0
14453,Uttar Pradesh,Construction,Male,10th Pass,25,24467,19500,14000,-4967,-25.47,0,-10467,-74.76,0
14454,Maharashtra,Textiles,Male,10th Pass,10,17858,20400,14000,2542,12.46,1,-3858,-27.56,0
14455,Jharkhand,Agriculture,Male,5th Pass,26,13445,17800,9000,4355,24.47,1,-4445,-49.39,0
14456,Telangana,Agriculture,Male,Illiterate,7,9073,19500,7000,10427,53.47,1,-2073,-29.61,0
14457,Uttar Pradesh,Agriculture,Female,12th Pass,15,22154,19500,18000,-2654,-13.61,0,-4154,-23.08,0
14458,Karnataka,Agriculture,Female,5th Pass,16,11700,21600,9000,9900,45.83,1,-2700,-30.0,1
14459,Telangana,Construction,Male,10th Pass,0,14475,19500,14000,5025,25.77,1,-475,-3.39,0
14460,Gujarat,Construction,Male,Illiterate,9,10059,21600,7000,11541,53.43,1,-3059,-43.7,0
14461,Uttar Pradesh,Services,Female,12th Pass,21,22075,19500,18000,-2575,-13.21,0,-4075,-22.64,0
14462,Karnataka,Retail,Male,10th Pass,6,16869,21600,14000,4731,21.9,1,-2869,-20.49,0
14463,West Bengal,Food Processing,Male,10th Pass,14,20817,20400,14000,-417,-2.04,0,-6817,-48.69,0
14464,Jharkhand,Services,Female,10th Pass,10,12258,17800,14000,5542,31.13,1,1742,12.44,1
14465,Karnataka,Retail,Male,10th Pass,3,12253,21600,14000,9347,43.27,1,1747,12.48,0
14466,Rajasthan,Chemicals,Male,10th Pass,14,16293,19500,14000,3207,16.45,1,-2293,-16.38,0
14467,Uttar Pradesh,Construction,Female,5th Pass,12,10689,19500,9000,8811,45.18,1,-1689,-18.77,1
14468,Uttar Pradesh,Manufacturing,Male,10th Pass,0,16706,19500,14000,2794,14.33,1,-2706,-19.33,0
14469,Uttar Pradesh,Services,Male,12th Pass,5,17224,19500,18000,2276,11.67,1,776,4.31,0
14470,Uttar Pradesh,Metals,Male,Graduate,22,41603,19500,32000,-22103,-113.35,0,-9603,-30.01,0
14471,Maharashtra,Machinery,Male,Diploma,15,22761,20400,22000,-2361,-11.57,0,-761,-3.46,0
14472,Jharkhand,Textiles,Female,5th Pass,18,12230,17800,9000,5570,31.29,1,-3230,-35.89,1
14473,Maharashtra,Food Processing,Male,Illiterate,19,11661,20400,7000,8739,42.84,1,-4661,-66.59,0
14474,Madhya Pradesh,Manufacturing,Male,10th Pass,10,15997,18000,14000,2003,11.13,1,-1997,-14.26,0
14475,Maharashtra,Agriculture,Female,Illiterate,21,11427,20400,7000,8973,43.99,1,-4427,-63.24,1
14476,Gujarat,Textiles,Female,5th Pass,22,12765,21600,9000,8835,40.9,1,-3765,-41.83,1
14477,Haryana,Machinery,Male,10th Pass,19,23570,20400,14000,-3170,-15.54,0,-9570,-68.36,0
14478,Haryana,Machinery,Male,Graduate,14,35370,20400,32000,-14970,-73.38,0,-3370,-10.53,0
14479,West Bengal,Mining,Male,10th Pass,0,13850,20400,14000,6550,32.11,1,150,1.07,0
14480,Rajasthan,IT Services,Female,Graduate,4,31877,19500,32000,-12377,-63.47,0,123,0.38,0
14481,Gujarat,Services,Female,10th Pass,0,9700,21600,14000,11900,55.09,1,4300,30.71,1
14482,Karnataka,Food Processing,Female,12th Pass,6,19768,21600,18000,1832,8.48,1,-1768,-9.82,0
14483,Tamil Nadu,Construction,Male,Illiterate,1,7692,18000,7000,10308,57.27,1,-692,-9.89,0
14484,Uttar Pradesh,Manufacturing,Female,Diploma,15,25809,19500,22000,-6309,-32.35,0,-3809,-17.31,0
14485,Uttar Pradesh,Services,Male,Post-Graduate,10,50489,19500,45000,-30989,-158.92,0,-5489,-12.2,0
14486,Rajasthan,IT Services,Male,Post-Graduate,6,51542,19500,45000,-32042,-164.32,0,-6542,-14.54,0
14487,Assam,Agriculture,Female,12th Pass,18,19102,16800,18000,-2302,-13.7,0,-1102,-6.12,0
14488,Karnataka,Metals,Female,5th Pass,10,10062,21600,9000,11538,53.42,1,-1062,-11.8,1
14489,Maharashtra,Manufacturing,Male,12th Pass,10,21110,20400,18000,-710,-3.48,0,-3110,-17.28,0
14490,Karnataka,Textiles,Female,12th Pass,4,19302,21600,18000,2298,10.64,1,-1302,-7.23,0
14491,Maharashtra,Retail,Male,5th Pass,6,9828,20400,9000,10572,51.82,1,-828,-9.2,0
14492,Jharkhand,Construction,Male,5th Pass,14,15793,17800,9000,2007,11.28,1,-6793,-75.48,0
14493,Gujarat,Metals,Male,5th Pass,3,9900,21600,9000,11700,54.17,1,-900,-10.0,0
14494,Jharkhand,Small Manufacturing,Male,5th Pass,11,10816,17800,9000,6984,39.24,1,-1816,-20.18,0
14495,Assam,Agriculture,Male,Illiterate,31,18540,16800,7000,-1740,-10.36,0,-11540,-164.86,0
14496,Uttar Pradesh,Agriculture,Female,Illiterate,5,6181,19500,7000,13319,68.3,1,819,11.7,1
